# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.pageHits,1697467075188000000,1697467135183000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1697467075188000000,1697467135183000000,0
StreamlinedBlobStorage.recordsRelocated,1697467075188000000,1697467135183000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1697467075188000000,1697467135183000000,0
FilePageCache.totalPageLoadsUs,1697467075188000000,1697467135183000000,0
StorageLockContext.competingThreads.90P,1697467075188000000,1697467135183000000,0
DirectByteBufferAllocator.hits,1697467075188000000,1697467135183000000,0
FilePageCache.capacityInBytes,1697467075188000000,1697467135183000000,524288000
StreamlinedBlobStorage.recordsAllocated,1697467075188000000,1697467135183000000,0
DirectByteBufferAllocator.misses,1697467075188000000,1697467135183000000,0
FilePageCache.disposedBuffers,1697467075188000000,1697467135183000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1697467075188000000,1697467135183000000,0
FilePageCache.totalPageDisposalsUs,1697467075188000000,1697467135183000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1697467075188000000,1697467135183000000,0
IndexesFlusher.totalFlushesRetried,1697467135183000000,1697467195177000000,0
IndexesFlusher.totalContentionQuotaSpent,1697467135183000000,1697467195177000000,0
VFSFlusher.totalFlushesRetried,1697467135183000000,1697467195177000000,0
VFSFlusher.totalContentionQuotaSpent,1697467135183000000,1697467195177000000,0
IndexesFlusher.totalFlushingTimeUs,1697467135183000000,1697467195177000000,995306
VFSFlusher.totalFlushes,1697467135183000000,1697467195177000000,0
VFSFlusher.totalFlushingTimeUs,1697467135183000000,1697467195177000000,0
IndexesFlusher.totalFlushes,1697467135183000000,1697467195177000000,173
workspaceModel.pre.handlers.ms,1697467135183000000,1697467195177000000,0
workspaceModel.init.bridges.ms,1697467135183000000,1697467195177000000,0
workspaceModel.to.snapshot.ms,1697467135183000000,1697467195177000000,0
workspaceModel.updates.precise.ms,1697467135183000000,1697467195177000000,4
workspaceModel.loading.total.ms,1697467135183000000,1697467195177000000,208
workspaceModel.update.unloaded.entities.ms,1697467135183000000,1697467195177000000,0
workspaceModel.check.recursive.update.ms,1697467135183000000,1697467195177000000,0
workspaceModel.updates.ms,1697467135183000000,1697467195177000000,4
workspaceModel.updates.count,1697467135183000000,1697467195177000000,1
workspaceModel.initializing.ms,1697467135183000000,1697467195177000000,0
workspaceModel.loading.from.cache.ms,1697467135183000000,1697467195177000000,198
workspaceModel.replace.project.model.ms,1697467135183000000,1697467195177000000,0
workspaceModel.collect.changes.ms,1697467135183000000,1697467195177000000,0
FlushQueue.queueSizeAvg,1697467135183000000,1697467195177000000,0.061755952380952384
FlushQueue.waitingTimeMaxNs,1697467135183000000,1697467195177000000,520093695
FlushQueue.tasksExecuted,1697467135183000000,1697467195177000000,1344
FlushQueue.queueSizeMax,1697467135183000000,1697467195177000000,4
FlushQueue.executionTime90PNs,1697467135183000000,1697467195177000000,618495
AWTEventQueue.dispatchTimeTotalNS,1697467135183000000,1697467195177000000,3678364686
FlushQueue.queueSize90P,1697467135183000000,1697467195177000000,0
FlushQueue.executionTimeMaxNs,1697467135183000000,1697467195177000000,400556031
FlushQueue.waitingTimeAvgNs,1697467135183000000,1697467195177000000,3001339.3333333335
FlushQueue.executionTimeAvgNs,1697467135183000000,1697467195177000000,1161605.831845238
AWTEventQueue.dispatchTime90PNs,1697467135183000000,1697467195177000000,3194879
AWTEventQueue.dispatchTimeMaxNs,1697467135183000000,1697467195177000000,402653183
FlushQueue.waitingTime90PNs,1697467135183000000,1697467195177000000,999423
AWTEventQueue.dispatchTimeAvgNs,1697467135183000000,1697467195177000000,2257868.120319214
AWTEventQueue.eventsDispatched,1697467135183000000,1697467195177000000,1629
workspaceModel.mutableEntityStorage.referrers.ms,1697467135183000000,1697467195177000000,0
jps.load.project.to.empty.storage.ms,1697467135183000000,1697467195177000000,0
jps.facet.change.listener.before.change.events.ms,1697467135183000000,1697467195177000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1697467135183000000,1697467195177000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1697467135183000000,1697467195177000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1697467135183000000,1697467195177000000,0
jps.project.serializers.load.ms,1697467135183000000,1697467195177000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1697467135183000000,1697467195177000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1697467135183000000,1697467195177000000,0
workspaceModel.global.updates.count,1697467135183000000,1697467195177000000,0
jps.storage.jps.conf.reader.load.component.ms,1697467135183000000,1697467195177000000,21
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1697467135183000000,1697467195177000000,0
jps.apply.loaded.storage.ms,1697467135183000000,1697467195177000000,0
workspaceModel.moduleBridge.update.option.ms,1697467135183000000,1697467195177000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1697467135183000000,1697467195177000000,0
workspaceModel.moduleBridge.before.changed.ms,1697467135183000000,1697467195177000000,0
jps.artifact.entities.serializer.save.entities.ms,1697467135183000000,1697467195177000000,0
jps.global.initialize.library.bridges.ms,1697467135183000000,1697467195177000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1697467135183000000,1697467195177000000,1
workspaceModel.moduleBridge.facet.initialization.ms,1697467135183000000,1697467195177000000,0
jps.project.serializers.save.ms,1697467135183000000,1697467195177000000,0
jps.facet.change.listener.init.bridge.ms,1697467135183000000,1697467195177000000,0
jps.module.iml.entities.serializer.load.entities.ms,1697467135183000000,1697467195177000000,0
workspaceModel.global.apply.state.to.project.ms,1697467135183000000,1697467195177000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1697467135183000000,1697467195177000000,51
workspaceModel.global.apply.state.to.project.builder.ms,1697467135183000000,1697467195177000000,0
jps.global.get.library.ms,1697467135183000000,1697467195177000000,0
workspaceModel.sync.entities.ms,1697467135183000000,1697467195177000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1697467135183000000,1697467195177000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1697467135183000000,1697467195177000000,1
jps.library.entities.serializer.load.entities.ms,1697467135183000000,1697467195177000000,0
workspaceModel.load.cache.from.file.ms,1697467135183000000,1697467195177000000,192
jps.module.iml.entities.serializer.save.entities.ms,1697467135183000000,1697467195177000000,0
jps.reload.project.entities.ms,1697467135183000000,1697467195177000000,0
jps.global.get.library.by.name.ms,1697467135183000000,1697467195177000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1697467135183000000,1697467195177000000,0
jps.facet.change.listener.process.change.events.ms,1697467135183000000,1697467195177000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1697467135183000000,1697467195177000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1697467135183000000,1697467195177000000,0
jps.save.global.entities.ms,1697467135183000000,1697467195177000000,100
jps.global.get.libraries.ms,1697467135183000000,1697467195177000000,0
workspaceModel.save.cache.to.file.ms,1697467135183000000,1697467195177000000,0
jps.app.storage.content.writer.save.component.ms,1697467135183000000,1697467195177000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1697467135183000000,1697467195177000000,0
jps.global.handle.before.change.events.ms,1697467135183000000,1697467195177000000,0
jps.load.initial.state.ms,1697467135183000000,1697467195177000000,26
workspaceModel.mutableEntityStorage.entities.ms,1697467135183000000,1697467195177000000,2
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1697467135183000000,1697467195177000000,0
jps.global.handle.changed.events.ms,1697467135183000000,1697467195177000000,0
jps.app.storage.content.reader.load.component.ms,1697467135183000000,1697467195177000000,2
jps.artifact.entities.serializer.load.entities.ms,1697467135183000000,1697467195177000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1697467135183000000,1697467195177000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1697467135183000000,1697467195177000000,0
jps.global.initialize.library.bridges.after.loading.ms,1697467135183000000,1697467195177000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1697467135183000000,1697467195177000000,0
workspaceModel.global.updates.ms,1697467135183000000,1697467195177000000,0
jps.save.changed.project.entities.ms,1697467135183000000,1697467195177000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1697467135183000000,1697467195177000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1697467135183000000,1697467195177000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1697467135183000000,1697467195177000000,0
jps.library.entities.serializer.save.entities.ms,1697467135183000000,1697467195177000000,0
FileNameCache.fastMisses,1697467135183000000,1697467195177000000,45
FileNameCache.totalMisses,1697467135183000000,1697467195177000000,0
FileNameCache.queries,1697467135183000000,1697467195177000000,4138
DirectByteBufferAllocator.disposed,1697467135183000000,1697467195177000000,0
FilePageCache.pageLoads,1697467135183000000,1697467195177000000,0
FilePageCache.maxRegisteredFiles,1697467135183000000,1697467195177000000,202
FilePageCache.uncachedFileAccess,1697467135183000000,1697467195177000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1697467135183000000,1697467195177000000,297828352
StreamlinedBlobStorage.recordsDeleted,1697467135183000000,1697467195177000000,0
StorageLockContext.competingThreads.avg,1697467135183000000,1697467195177000000,0.008403361344537815
FilePageCache.maxCacheSizeInBytes,1697467135183000000,1697467195177000000,297828352
DirectByteBufferAllocator.reclaimed,1697467135183000000,1697467195177000000,0
StorageLockContext.competingThreads.max,1697467135183000000,1697467195177000000,1
FilePageCache.pageFastCacheHits,1697467135183000000,1697467195177000000,8
FilePageCache.pageHits,1697467135183000000,1697467195177000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1697467135183000000,1697467195177000000,0
StreamlinedBlobStorage.recordsRelocated,1697467135183000000,1697467195177000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1697467135183000000,1697467195177000000,0
FilePageCache.totalPageLoadsUs,1697467135183000000,1697467195177000000,0
StorageLockContext.competingThreads.90P,1697467135183000000,1697467195177000000,0
DirectByteBufferAllocator.hits,1697467135183000000,1697467195177000000,0
FilePageCache.capacityInBytes,1697467135183000000,1697467195177000000,524288000
StreamlinedBlobStorage.recordsAllocated,1697467135183000000,1697467195177000000,0
DirectByteBufferAllocator.misses,1697467135183000000,1697467195177000000,0
FilePageCache.disposedBuffers,1697467135183000000,1697467195177000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1697467135183000000,1697467195177000000,0
FilePageCache.totalPageDisposalsUs,1697467135183000000,1697467195177000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1697467135183000000,1697467195177000000,0
IndexesFlusher.totalFlushesRetried,1697467195177000000,1697467255179000000,2
IndexesFlusher.totalContentionQuotaSpent,1697467195177000000,1697467255179000000,11
VFSFlusher.totalFlushesRetried,1697467195177000000,1697467255179000000,0
VFSFlusher.totalContentionQuotaSpent,1697467195177000000,1697467255179000000,2
IndexesFlusher.totalFlushingTimeUs,1697467195177000000,1697467255179000000,4536324
VFSFlusher.totalFlushes,1697467195177000000,1697467255179000000,38
VFSFlusher.totalFlushingTimeUs,1697467195177000000,1697467255179000000,1582455
IndexesFlusher.totalFlushes,1697467195177000000,1697467255179000000,141
workspaceModel.pre.handlers.ms,1697467195177000000,1697467255179000000,2
workspaceModel.init.bridges.ms,1697467195177000000,1697467255179000000,2
workspaceModel.to.snapshot.ms,1697467195177000000,1697467255179000000,1
workspaceModel.updates.precise.ms,1697467195177000000,1697467255179000000,42
workspaceModel.loading.total.ms,1697467195177000000,1697467255179000000,208
workspaceModel.update.unloaded.entities.ms,1697467195177000000,1697467255179000000,0
workspaceModel.check.recursive.update.ms,1697467195177000000,1697467255179000000,2
workspaceModel.updates.ms,1697467195177000000,1697467255179000000,100
workspaceModel.updates.count,1697467195177000000,1697467255179000000,3
workspaceModel.initializing.ms,1697467195177000000,1697467255179000000,2
workspaceModel.loading.from.cache.ms,1697467195177000000,1697467255179000000,198
workspaceModel.replace.project.model.ms,1697467195177000000,1697467255179000000,0
workspaceModel.collect.changes.ms,1697467195177000000,1697467255179000000,0
NonBlockingReadAction.failedExecutionsCount,1697467195177000000,1697467255179000000,2
FlushQueue.queueSizeAvg,1697467195177000000,1697467255179000000,132.82420945256715
FlushQueue.waitingTimeMaxNs,1697467195177000000,1697467255179000000,10468982783
FlushQueue.tasksExecuted,1697467195177000000,1697467255179000000,2941
FlushQueue.queueSizeMax,1697467195177000000,1697467255179000000,497
FlushQueue.executionTime90PNs,1697467195177000000,1697467255179000000,7569407
AWTEventQueue.dispatchTimeTotalNS,1697467195177000000,1697467255179000000,58604845626
FlushQueue.queueSize90P,1697467195177000000,1697467255179000000,375
FlushQueue.executionTimeMaxNs,1697467195177000000,1697467255179000000,2566914047
FlushQueue.waitingTimeAvgNs,1697467195177000000,1697467255179000000,2.5250432205317917E9
FlushQueue.executionTimeAvgNs,1697467195177000000,1697467255179000000,6680675.078884733
NonBlockingReadAction.finalizedExecutionTimeUs,1697467195177000000,1697467255179000000,7131851
AWTEventQueue.dispatchTime90PNs,1697467195177000000,1697467255179000000,29097983
NonBlockingReadAction.finalizedExecutionsCount,1697467195177000000,1697467255179000000,61
AWTEventQueue.dispatchTimeMaxNs,1697467195177000000,1697467255179000000,2566914047
NonBlockingReadAction.failedExecutionTimeUs,1697467195177000000,1697467255179000000,9822786
FlushQueue.waitingTime90PNs,1697467195177000000,1697467255179000000,7683964927
AWTEventQueue.dispatchTimeAvgNs,1697467195177000000,1697467255179000000,1.6052459376609148E7
AWTEventQueue.eventsDispatched,1697467195177000000,1697467255179000000,3651
JVM.GC.collections,1697467195177000000,1697467255179000000,62
JVM.maxNativeBytes,1697467195177000000,1697467255179000000,-1
JVM.maxHeapBytes,1697467195177000000,1697467255179000000,2147483648
JVM.threadCount,1697467195177000000,1697467255179000000,148
JVM.usedHeapBytes,1697467195177000000,1697467255179000000,533136088
JVM.GC.collectionTimesMs,1697467195177000000,1697467255179000000,1678
OS.loadAverage,1697467195177000000,1697467255179000000,4.3359375
JVM.usedNativeBytes,1697467195177000000,1697467255179000000,362489024
JVM.totalCpuTimeMs,1697467195177000000,1697467255179000000,250300
workspaceModel.mutableEntityStorage.referrers.ms,1697467195177000000,1697467255179000000,0
jps.load.project.to.empty.storage.ms,1697467195177000000,1697467255179000000,231
jps.facet.change.listener.before.change.events.ms,1697467195177000000,1697467255179000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1697467195177000000,1697467255179000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1697467195177000000,1697467255179000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1697467195177000000,1697467255179000000,26
jps.project.serializers.load.ms,1697467195177000000,1697467255179000000,205
workspaceModel.mutableEntityStorage.has.same.entities.ms,1697467195177000000,1697467255179000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1697467195177000000,1697467255179000000,1
workspaceModel.global.updates.count,1697467195177000000,1697467255179000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1697467195177000000,1697467255179000000,8037
jps.storage.jps.conf.reader.load.component.ms,1697467195177000000,1697467255179000000,74
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1697467195177000000,1697467255179000000,0
jps.apply.loaded.storage.ms,1697467195177000000,1697467255179000000,7781
workspaceModel.moduleBridge.update.option.ms,1697467195177000000,1697467255179000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1697467195177000000,1697467255179000000,0
workspaceModel.moduleBridge.before.changed.ms,1697467195177000000,1697467255179000000,0
jps.artifact.entities.serializer.save.entities.ms,1697467195177000000,1697467255179000000,0
jps.global.initialize.library.bridges.ms,1697467195177000000,1697467255179000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1697467195177000000,1697467255179000000,1
workspaceModel.moduleBridge.facet.initialization.ms,1697467195177000000,1697467255179000000,0
jps.project.serializers.save.ms,1697467195177000000,1697467255179000000,0
jps.facet.change.listener.init.bridge.ms,1697467195177000000,1697467255179000000,0
jps.module.iml.entities.serializer.load.entities.ms,1697467195177000000,1697467255179000000,81
workspaceModel.global.apply.state.to.project.ms,1697467195177000000,1697467255179000000,47
workspaceModel.moduleManagerBridge.load.all.modules.ms,1697467195177000000,1697467255179000000,51
workspaceModel.global.apply.state.to.project.builder.ms,1697467195177000000,1697467255179000000,13
jps.global.get.library.ms,1697467195177000000,1697467255179000000,0
workspaceModel.sync.entities.ms,1697467195177000000,1697467255179000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1697467195177000000,1697467255179000000,65
workspaceModel.mutableEntityStorage.collect.changes.ms,1697467195177000000,1697467255179000000,1
jps.library.entities.serializer.load.entities.ms,1697467195177000000,1697467255179000000,0
workspaceModel.load.cache.from.file.ms,1697467195177000000,1697467255179000000,192
jps.module.iml.entities.serializer.save.entities.ms,1697467195177000000,1697467255179000000,0
jps.reload.project.entities.ms,1697467195177000000,1697467255179000000,0
jps.global.get.library.by.name.ms,1697467195177000000,1697467255179000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1697467195177000000,1697467255179000000,97
jps.facet.change.listener.process.change.events.ms,1697467195177000000,1697467255179000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1697467195177000000,1697467255179000000,873
workspaceModel.mutableEntityStorage.resolve.ms,1697467195177000000,1697467255179000000,0
jps.save.global.entities.ms,1697467195177000000,1697467255179000000,100
jps.global.get.libraries.ms,1697467195177000000,1697467255179000000,0
workspaceModel.save.cache.to.file.ms,1697467195177000000,1697467255179000000,374
jps.app.storage.content.writer.save.component.ms,1697467195177000000,1697467255179000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1697467195177000000,1697467255179000000,3
jps.global.handle.before.change.events.ms,1697467195177000000,1697467255179000000,0
jps.load.initial.state.ms,1697467195177000000,1697467255179000000,26
workspaceModel.mutableEntityStorage.entities.ms,1697467195177000000,1697467255179000000,18
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1697467195177000000,1697467255179000000,0
jps.global.handle.changed.events.ms,1697467195177000000,1697467255179000000,0
jps.app.storage.content.reader.load.component.ms,1697467195177000000,1697467255179000000,2
jps.artifact.entities.serializer.load.entities.ms,1697467195177000000,1697467255179000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1697467195177000000,1697467255179000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1697467195177000000,1697467255179000000,4
jps.global.initialize.library.bridges.after.loading.ms,1697467195177000000,1697467255179000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1697467195177000000,1697467255179000000,0
workspaceModel.global.updates.ms,1697467195177000000,1697467255179000000,0
jps.save.changed.project.entities.ms,1697467195177000000,1697467255179000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1697467195177000000,1697467255179000000,9
workspaceModel.mutableEntityStorage.add.diff.ms,1697467195177000000,1697467255179000000,22
workspaceModel.moduleManagerBridge.create.module.instance.ms,1697467195177000000,1697467255179000000,0
workspaceModel.orphan.listener.update.ms,1697467195177000000,1697467255179000000,7
jps.library.entities.serializer.save.entities.ms,1697467195177000000,1697467255179000000,0
FileNameCache.fastMisses,1697467195177000000,1697467255179000000,2244637
FileNameCache.totalMisses,1697467195177000000,1697467255179000000,480533
FileNameCache.queries,1697467195177000000,1697467255179000000,22664987
DirectByteBufferAllocator.disposed,1697467195177000000,1697467255179000000,0
FilePageCache.pageLoads,1697467195177000000,1697467255179000000,394
FilePageCache.maxRegisteredFiles,1697467195177000000,1697467255179000000,288
FilePageCache.uncachedFileAccess,1697467195177000000,1697467255179000000,803
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1697467195177000000,1697467255179000000,464019456
StreamlinedBlobStorage.recordsDeleted,1697467195177000000,1697467255179000000,17
StorageLockContext.competingThreads.avg,1697467195177000000,1697467255179000000,0.008403361344537815
FilePageCache.maxCacheSizeInBytes,1697467195177000000,1697467255179000000,464019456
DirectByteBufferAllocator.reclaimed,1697467195177000000,1697467255179000000,0
StorageLockContext.competingThreads.max,1697467195177000000,1697467255179000000,1
FilePageCache.pageFastCacheHits,1697467195177000000,1697467255179000000,1316681
FilePageCache.pageHits,1697467195177000000,1697467255179000000,1822
FilePageCache.pageLoadsAboveSizeThreshold,1697467195177000000,1697467255179000000,0
StreamlinedBlobStorage.recordsRelocated,1697467195177000000,1697467255179000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1697467195177000000,1697467255179000000,0
FilePageCache.totalPageLoadsUs,1697467195177000000,1697467255179000000,289360
StorageLockContext.competingThreads.90P,1697467195177000000,1697467255179000000,0
DirectByteBufferAllocator.hits,1697467195177000000,1697467255179000000,0
FilePageCache.capacityInBytes,1697467195177000000,1697467255179000000,524288000
